"","ID","EID.x","BIRTH","sex","BREED","Breed2","BRTHW","SERUM","SORCE","TRL2","LOADT","...1","source","EID.y","Date_PNEU1","Remark_PNEU1","Date_PNEU2","Remark_PNEU2","Date_PNEU3","Remark_PNEU3","Date_SCOURS1","Remark_SCOURS1","Date_SCOURS2","Remark_SCOURS2","Date_BLOAT1","Remark_BLOAT1","Date_BLOAT2","Remark_BLOAT2","Date_DIED1","Remark_DIED1"
"7423",814392,"USA003308444406","7/10/2025","F","D","D",67,0,"WAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7424",814398,"USA003304849137","7/10/2025","F","D","D",71,0,"WAD",3,"7/15/2025",49304,"tccnew_wide","USA003304849137",NA,NA,NA,NA,NA,NA,2025-07-23,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7425",815384,"USA003308395176","7/10/2025","F","D","D",62,0,"RVD",3,"7/15/2025",49648,"tccnew_wide","USA003308395176",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7426",815387,"USA003294085193","7/10/2025","F","D","D",65,0,"RVD",3,"7/15/2025",49649,"tccnew_wide","USA003294085193",NA,NA,NA,NA,NA,NA,2025-07-24,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7427",815388,"USA003308395186","7/10/2025","F","D","D",61,0,"RVD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7428",815389,"USA003308395180","7/10/2025","F","D","D",64,0,"RVD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7429",815390,"USA003308395177","7/10/2025","F","D","D",80,0,"RVD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7430",815391,"USA003308395134","7/10/2025","F","D","D",73,0,"RVD",3,"7/15/2025",49650,"tccnew_wide","USA003308395134",NA,NA,NA,NA,NA,NA,2025-07-24,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7431",815392,"USA003308395165","7/10/2025","F","D","D",60,0,"RVD",3,"7/15/2025",49651,"tccnew_wide","USA003308395165",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7432",815393,"USA003307782476","7/10/2025","F","D","D",60,0,"RVD",3,"7/15/2025",49652,"tccnew_wide","USA003307782476",NA,NA,NA,NA,NA,NA,2025-07-20,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7433",815394,"USA003308395136","7/10/2025","F","D","D",67,0,"RVD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7434",815395,"USA003308395170","7/10/2025","F","D","D",73,0,"RVD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7435",815396,"USA003307782417","7/10/2025","F","D","D",66,0,"RVD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7436",815397,"USA003308395075","7/10/2025","F","D","D",66,0,"RVD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7437",819231,"USA003308439678","7/10/2025","F","D","D",83,0,"D45",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7438",819232,"USA003291102211","7/10/2025","F","D","D",66,0,"D45",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7439",819233,"USA003308440213","7/10/2025","F","D","D",70,0,"D45",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7440",819234,"USA003308440235","7/10/2025","F","D","D",76,0,"D45",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7441",820429,"USA003313753326","7/10/2025","F","D","D",73,0,"WSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7442",820431,"USA003313753426","7/10/2025","F","D","D",82,0,"WSD",3,"7/15/2025",50717,"tccnew_wide","USA003313753426",NA,NA,NA,NA,NA,NA,2025-07-23,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7443",820432,"USA003313753376","7/10/2025","F","D","D",74,0,"WSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7444",820433,"USA003313753375","7/10/2025","F","D","D",88,0,"WSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7445",820434,"USA003313754194","7/10/2025","F","D","D",70,0,"WSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7446",835502,"USA003313294908","7/10/2025","F","D","D",74,0,"CAD",3,"7/15/2025",52971,"tccnew_wide","USA003313294908",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7447",835503,"USA003313295002","7/10/2025","F","D","D",82,0,"CAD",3,"7/15/2025",52972,"tccnew_wide","USA003313295002",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7448",835504,"USA003308445920","7/10/2025","F","D","D",69,0,"CAD",3,"7/15/2025",52973,"tccnew_wide","USA003308445920",NA,NA,NA,NA,NA,NA,2025-07-20,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7449",835505,"USA003308445898","7/10/2025","F","D","D",72,0,"CAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7450",835506,"USA003313294914","7/10/2025","F","D","D",80,0,"CAD",3,"7/15/2025",52974,"tccnew_wide","USA003313294914",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7451",835507,"USA003308445821","7/10/2025","F","D","D",92,0,"CAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7452",835508,"USA003308445861","7/10/2025","F","D","D",79,0,"CAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7453",835509,"USA003308445790","7/10/2025","F","D","D",67,0,"CAD",3,"7/15/2025",52975,"tccnew_wide","USA003308445790",2025-09-14,"RESF-6CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7454",835510,"USA003308445833","7/10/2025","F","D","D",70,0,"CAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7455",835511,"USA003308445970","7/10/2025","F","D","D",73,0,"CAD",3,"7/15/2025",52976,"tccnew_wide","USA003308445970",NA,NA,NA,NA,NA,NA,2025-07-20,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7456",835512,"USA003308445799","7/10/2025","F","D","D",78,0,"CAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7457",835513,"USA003308445984","7/10/2025","F","D","D",83,0,"CAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7458",839020,"USA003302974134","7/10/2025","F","D","D",83,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7459",839021,"USA003305188947","7/10/2025","F","D","D",75,0,"MSD",3,"7/15/2025",54109,"tccnew_wide","USA003305188947",2025-10-10,"RESF-6CC",NA,NA,NA,NA,2025-07-22,"HIPER",NA,NA,NA,NA,NA,NA,NA,NA
"7460",839023,"USA003305188636","7/10/2025","F","D","D",68,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7461",839024,"USA003302974519","7/10/2025","F","D","D",74,0,"MSD",3,"7/15/2025",54111,"tccnew_wide","USA003302974519",NA,NA,NA,NA,NA,NA,2025-07-20,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7462",839025,"USA003305188781","7/10/2025","F","D","D",88,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7463",839026,"USA003302973963","7/10/2025","F","D","D",84,0,"MSD",3,"7/15/2025",54112,"tccnew_wide","USA003302973963",2025-09-03,"RESF-6CC",2025-09-11,"EXCE-1CC",NA,NA,2025-07-20,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7464",839027,"USA003305189440","7/10/2025","F","D","D",69,0,"MSD",3,"7/15/2025",54113,"tccnew_wide","USA003305189440",NA,NA,NA,NA,NA,NA,2025-07-20,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7465",839028,"USA003305189543","7/10/2025","F","D","D",88,0,"MSD",3,"7/15/2025",54114,"tccnew_wide","USA003312767898",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7466",839029,"USA003302974119","7/10/2025","F","D","D",66,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7467",839030,"USA003302974325","7/10/2025","F","D","D",60,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7468",839031,"USA003305189236","7/10/2025","F","D","D",74,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7469",839032,"USA003305189089","7/10/2025","F","D","D",69,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7470",839033,"USA003305188584","7/10/2025","F","D","D",78,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7471",839034,"USA003305189476","7/10/2025","F","D","D",78,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7472",839035,"USA003302974039","7/10/2025","F","D","D",72,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7473",869001,"USA003308394239","7/10/2025","F","D","D",76,0,"WRD",3,"7/15/2025",59148,"tccnew_wide","USA003308394239",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7474",1412556,"USA003306585811","7/10/2025","F","B","B",83,0,"LOD",4.5,"7/15/2025",14695,"dvcnew_wide","USA003306585811",2025-09-16,"RES6X100",2025-09-21,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7475",1415551,"USA003311868862","7/10/2025","F","B","B",85,0,"WSD",4.5,"7/15/2025",16519,"dvcnew_wide","USA003311868862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7476",1415552,"USA003311868882","7/10/2025","F","B","B",75,0,"WSD",4.5,"7/15/2025",16520,"dvcnew_wide","USA003311868882",2025-10-27,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7477",1415555,"USA003311868858","7/10/2025","F","B","B",90,0,"WSD",4.5,"7/15/2025",16521,"dvcnew_wide","USA003311868858",2025-08-13,"RES6X100",2025-08-18,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7478",1416820,"USA003313545926","7/10/2025","F","B","B",100,0,"WAD",4.5,"7/15/2025",17321,"dvcnew_wide","USA003313545926",2025-10-21,"EXCE-1.5CC",2025-10-21,"RES6X100",2025-11-07,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7479",1416821,"USA003313545826","7/10/2025","F","B","B",82,0,"WAD",4.5,"7/15/2025",17322,"dvcnew_wide","USA003313545826",2025-10-03,"RES6X100",2025-10-26,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7480",1416822,"USA003313545843","7/10/2025","F","B","B",94,0,"WAD",4.5,"7/15/2025",17323,"dvcnew_wide","USA003313545843",2025-08-23,"RES6X100",2025-08-28,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7481",1416825,"USA003313546012","7/10/2025","F","B","B",79,0,"WAD",4.5,"7/15/2025",17325,"dvcnew_wide","USA003313546012",2025-09-01,"RES6X100",2025-09-06,"EXCE-1.5CC",2025-10-13,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7482",1416826,"USA003313545172","7/10/2025","F","B","B",84,0,"WAD",4.5,"7/15/2025",17326,"dvcnew_wide","USA003313545172",2025-10-24,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7483",1416827,"USA003313545247","7/10/2025","F","B","B",88,0,"WAD",4.5,"7/15/2025",17327,"dvcnew_wide","USA003313545247",2025-08-18,"RES6X100",2025-08-23,"EXCE-1.5CC",2025-09-19,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7484",1426707,"USA003306586685","7/10/2025","F","B","B",77,0,"MSD",4.5,"7/15/2025",22147,"dvcnew_wide","USA003306586685",2025-07-23,"RES6X100",2025-07-28,"EXCE-1.5CC",2025-10-09,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7485",1428908,"USA003313533752","7/10/2025","F","B","B",105,0,"NOD",4.5,"7/15/2025",23688,"dvcnew_wide","USA003313533752",2025-09-11,"RES6X100",2025-09-16,"EXCE-1.5CC",2025-09-18,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7486",1428909,"USA003313533754","7/10/2025","F","B","B",91,0,"NOD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7487",1428910,"USA003313534159","7/10/2025","F","B","B",70,0,"NOD",4.5,"7/15/2025",23689,"dvcnew_wide","USA003313534159",2025-10-02,"RES6X100",2025-11-05,"RES6X100",2025-11-08,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7488",1428911,"USA003313534149","7/10/2025","F","B","B",78,0,"NOD",4.5,"7/15/2025",23690,"dvcnew_wide","USA003313534149",2025-09-03,"RES6X100",2025-09-08,"EXCE-1.5CC",2025-11-07,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7489",1428913,"USA003313534152","7/10/2025","F","B","B",83,0,"NOD",4.5,"7/15/2025",23692,"dvcnew_wide","USA003313534152",2025-10-15,"RES6X100",2025-10-27,"EXCE-1.5CC",NA,NA,2025-07-20,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"7490",1435311,"USA003313529692","7/10/2025","F","B","B",87,0,"CLD",4.5,"7/15/2025",27803,"dvcnew_wide","USA003313529692",2025-09-29,"RES6X100",2025-10-04,"EXCE-1.5CC",2025-10-27,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7491",1435312,"USA003313529798","7/10/2025","F","B","B",99,0,"CLD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7492",1435314,"USA003313529801","7/10/2025","F","B","B",83,0,"CLD",4.5,"7/15/2025",27805,"dvcnew_wide","USA003313529801",2025-10-06,"RES6X100",2025-10-17,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7493",1435318,"USA003313529958","7/10/2025","F","B","B",77,0,"CLD",4.5,"7/15/2025",27808,"dvcnew_wide","USA003313529958",2025-10-14,"RES6X100",2025-10-19,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7494",1435319,"USA003313529544","7/10/2025","F","B","B",72,0,"CLD",4.5,"7/15/2025",27809,"dvcnew_wide","USA003313529544",2025-10-18,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7495",1435320,"USA003313529954","7/10/2025","F","B","B",83,0,"CLD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7496",1435321,"USA003313529764","7/10/2025","F","B","B",95,0,"CLD",4.5,"7/15/2025",27810,"dvcnew_wide","USA003313529764",2025-09-04,"RES6X100",2025-09-11,"EXCE-1.5CC",2025-10-15,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7497",1435327,"USA003313529795","7/10/2025","F","B","B",93,0,"CLD",4.5,"7/15/2025",27814,"dvcnew_wide","USA003313529795",2025-09-13,"RES6X100",2025-09-18,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7498",1448863,"USA003313535703","7/10/2025","F","B","B",85,0,"GAD",4.5,"7/15/2025",35427,"dvcnew_wide","USA003313535703",2025-10-03,"RES6X100",2025-10-19,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7499",1448867,"USA003313535696","7/10/2025","F","B","B",91,0,"GAD",4.5,"7/15/2025",35428,"dvcnew_wide","USA003313535696",NA,NA,NA,NA,NA,NA,2025-07-19,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"7500",1448873,"USA003313535324","7/10/2025","F","B","B",84,0,"GAD",4.5,"7/15/2025",35432,"dvcnew_wide","USA003313535324",2025-10-05,"RES6X100",2025-10-13,"RES6X100",2025-10-13,"EXCE-1.5CC",NA,NA,NA,NA,2025-10-05,"MIN OIL",2025-10-13,"MIN OIL",NA,NA
"7501",1448874,"USA003313535705","7/10/2025","F","B","B",82,0,"GAD",4.5,"7/15/2025",35433,"dvcnew_wide","USA003313535705",2025-09-25,"RES6X100",2025-09-30,"EXCE-1.5CC",2025-10-18,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7502",1448877,"USA003313535325","7/10/2025","F","B","B",92,0,"GAD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7503",1448878,"USA003306582813","7/10/2025","F","B","B",77,0,"GAD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7504",1453161,"USA003311847490","7/10/2025","F","B","B",94,0,"WRD",4.5,"7/15/2025",38259,"dvcnew_wide","USA003311847490",2025-11-04,"EXCE-1.5CC",2025-11-04,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7505",1460156,"USA003313537003","7/10/2025","F","B","B",79,0,"RVD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7506",682385,"USA003313294825","7/11/2025","F","D","D",75,0,"NOD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7507",786849,"USA003308447223","7/11/2025","F","D","D",75,0,"DUD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7508",835514,"USA003308445883","7/11/2025","F","D","D",80,0,"CAD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7509",835515,"USA003308445930","7/11/2025","F","D","D",88,0,"CAD",3,"7/15/2025",52977,"tccnew_wide","USA003308445930",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7510",839036,"USA003305189287","7/11/2025","F","D","D",82,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7511",839037,"USA003305188920","7/11/2025","F","D","D",77,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7512",839038,"USA003291100714","7/11/2025","F","D","D",77,0,"MSD",3,"7/15/2025",54115,"tccnew_wide","USA003291100714",2025-09-09,"RESF-6CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7513",839063,"USA003302974073","7/11/2025","F","D","D",74,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7514",839064,"USA003302974043","7/11/2025","F","D","D",80,0,"MSD",3,"7/15/2025",54126,"tccnew_wide","USA003302974043",2025-10-02,"RESF-6CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7515",839065,"USA003305189424","7/11/2025","F","D","D",67,0,"MSD",3,"7/15/2025",54127,"tccnew_wide","USA003305189424",NA,NA,NA,NA,NA,NA,2025-07-22,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7516",839066,"USA003305189357","7/11/2025","F","D","D",85,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7517",839067,"USA003305189477","7/11/2025","F","D","D",78,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7518",839068,"USA003305189463","7/11/2025","F","D","D",93,0,"MSD",3,"7/15/2025",54128,"tccnew_wide","USA003305189463",NA,NA,NA,NA,NA,NA,2025-07-23,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA
"7519",839069,"USA003305189094","7/11/2025","F","D","D",67,0,"MSD",3,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7520",1415557,"USA003311868912","7/11/2025","F","B","B",80,0,"WSD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7521",1415559,"USA003311868927","7/11/2025","F","B","B",89,0,"WSD",4.5,"7/15/2025",16524,"dvcnew_wide","USA003311868927",2025-11-03,"RES6X100",NA,NA,NA,NA,2025-07-22,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"7522",1415560,"USA003311868910","7/11/2025","F","B","B",78,0,"WSD",4.5,"7/15/2025",16525,"dvcnew_wide","USA003311868910",2025-10-15,"RES6X100",2025-10-23,"EXCE-1.5CC",2025-10-23,"RES6X100",2025-07-20,"ENRO+ELECT",2025-07-22,"ELEC+ADD",NA,NA,NA,NA,NA,NA
"7523",1428921,"USA003313533926","7/11/2025","F","B","B",91,0,"NOD",4.5,"7/15/2025",23699,"dvcnew_wide","USA003313533926",2025-08-24,"RES6X100",2025-08-29,"EXCE-1.5CC",2025-10-21,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7524",1435336,"USA003313530013","7/11/2025","F","B","B",83,0,"CLD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7525",1435338,"USA003306578860","7/11/2025","F","B","B",62,0,"CLD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7526",1448889,"USA003313536055","7/11/2025","F","B","B",78,0,"GAD",4.5,"7/15/2025",35442,"dvcnew_wide","USA003313536055",2025-08-17,"RES6X100",2025-08-22,"EXCE-1.5CC",2025-10-14,"RES6X100",2025-07-22,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"7527",1448891,"USA003313536037","7/11/2025","F","B","B",70,0,"GAD",4.5,"7/15/2025",35444,"dvcnew_wide","USA003313536037",NA,NA,NA,NA,NA,NA,2025-07-19,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"7528",1448892,"USA003313535691","7/11/2025","F","B","B",78,0,"GAD",4.5,"7/15/2025",35445,"dvcnew_wide","USA003313535691",2025-10-02,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7529",1448893,"USA003306582815","7/11/2025","F","B","B",76,0,"GAD",4.5,"7/15/2025",35446,"dvcnew_wide","USA003306582815",2025-08-20,"RES6X100",2025-08-25,"EXCE-1.5CC",2025-10-16,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7530",1448894,"USA003313535694","7/11/2025","F","B","B",71,0,"GAD",4.5,"7/15/2025",35447,"dvcnew_wide","USA003313535694",2025-10-16,"RES6X100",2025-10-20,"EXCE-1.5CC",NA,NA,2025-07-19,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"7531",1448897,"USA003306582805","7/11/2025","F","B","B",80,0,"GAD",4.5,"7/15/2025",35450,"dvcnew_wide","USA003306582805",2025-10-15,"RES6X100",2025-10-15,"EXCE-1.5CC",2025-10-31,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7532",1448898,"USA003313535332","7/11/2025","F","B","B",88,0,"GAD",4.5,"7/15/2025",35451,"dvcnew_wide","USA003313535332",2025-08-26,"RES6X100",2025-08-31,"EXCE-1.5CC",2025-10-18,"RES6X100",2025-07-19,"ENRO+ELECT",2025-07-20,"HYPERTON",NA,NA,NA,NA,NA,NA
"7533",1448902,"USA003313536113","7/11/2025","F","B","B",75,0,"GAD",4.5,"7/15/2025",35455,"dvcnew_wide","USA003313536113",2025-09-05,"RES6X100",2025-09-10,"EXCE-1.5CC",2025-09-19,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7534",1448903,"USA003313536050","7/11/2025","F","B","B",86,0,"GAD",4.5,"7/15/2025",35456,"dvcnew_wide","USA003313536050",NA,NA,NA,NA,NA,NA,2025-07-19,"ENRO+ELECT",2025-07-20,"HYPERTON",NA,NA,NA,NA,NA,NA
"7535",1448908,"USA003313535311","7/11/2025","F","B","B",111,0,"GAD",4.5,"7/15/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
