"","ID","EID.x","BIRTH","sex","BREED","Breed2","TRVHR","time","BRTHW","SERUM","SORCE","TRL2.x","LOADT","Date_PNEU1","Remark_PNEU1","Date_PNEU2","Remark_PNEU2","Date_PNEU3","Remark_PNEU3","Date_SCOURS1","Remark_SCOURS1","Date_SCOURS2","Remark_SCOURS2","Date_BLOAT1","Remark_BLOAT1","Date_BLOAT2","Remark_BLOAT2","Date_NAVEL1","Remark_NAVEL1","Date_NAVEL2","Remark_NAVEL2","Date_NAVEL3","Remark_NAVEL3","Date_DIED1","Remark_DIED1","TRL2","LOADT_date","ARR","diaload","diaARR","dfaP1","dbtwP12","dbtwP23","dfaP2","dfaP3","dfaD1","dfaD2","dbtwD12","dfaB1","dfaB2","dfaN1","dfaN2","dfaN3","dfaDIED","LOAD","n","sbTRT","SD","Sex","DB","DBxS","Behav?","TRVhr","...10","transitT","PN1a","PN2","PN3","DIA1","DIA2","B1","B2","N1","DIED","PN2a","Date_PN1a","Date_PN2a"
"2495",1448599,"USA003313535590",2025-06-28,"F","B","B",22,22.9,80,0,"GAD",3,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.9,0,0,0,0,0,0,0,0,0,0,NA,NA
"2496",1448601,"USA003313535279",2025-06-28,"F","B","B",NA,NA,97,0,"GAD",3,2025-06-30,2025-09-11,"RES6X100",2025-09-16,"RES6X100",2025-09-16,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,2025-07-01,"POLYFL",2025-07-02,"POLYFL",2025-07-03,"POLYFL",NA,NA,"3",2025-06-30,2025-07-01,2,3,72,5,0,77,77,NA,NA,NA,NA,NA,0,1,2,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.2,1,1,1,0,0,0,0,1,0,0,2025-09-11,NA
"2497",1449064,"USA003292368726",2025-06-28,"M","B","B",22,22.7,88,0,"CAD",3.5,2025-06-30,2025-07-16,"RES6X100",2025-07-21,"EXCE-1.5CC",NA,NA,2025-06-29,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,15,5,NA,20,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.7,1,1,0,0,0,0,0,0,0,0,2025-07-16,NA
"2498",1449065,"USA003292369267",2025-06-28,"M","B","B",NA,NA,88,0,"CAD",3.5,2025-06-30,2025-08-14,"RES6X100",2025-08-19,"EXCE-1.5CC",2025-10-04,"EXCE-1.5CC",2025-07-05,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,44,5,46,49,95,4,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22,1,1,1,1,0,0,0,0,0,1,2025-08-14,2025-10-04
"2499",1449066,"USA003292368736",2025-06-28,"M","B","B",22,22.8,87,0,"CAD",3.5,2025-06-30,2025-09-06,"RES6X100",2025-09-11,"EXCE-1.5CC",2025-11-15,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,67,5,65,72,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.8,1,1,1,0,0,0,0,0,0,1,2025-09-06,2025-11-15
"2500",1449067,"USA003292369286",2025-06-28,"F","B","B",NA,NA,88,0,"CAD",3,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-01,"POLYFL",2025-07-02,"POLYFL",2025-07-03,"POLYFL",NA,NA,"3",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.2,0,0,0,0,0,0,0,1,0,0,NA,NA
"2501",1449068,"USA003292368723",2025-06-28,"F","B","B",23,23,93,0,"CAD",3,2025-06-30,2025-10-07,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,2,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,23,1,0,0,0,0,0,0,0,0,0,2025-10-07,NA
"2502",1449069,"USA003291554514",2025-06-28,"M","B","B",22,22.8,105,0,"CAD",3.5,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.8,0,0,0,0,0,0,0,0,0,0,NA,NA
"2503",1449070,"USA003292368712",2025-06-28,"M","B","B",22,22.8,98,0,"CAD",3.5,2025-06-30,NA,NA,NA,NA,NA,NA,2025-06-29,"BISMUSOL ORAL",2025-06-30,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,-2,-1,1,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.8,0,0,0,0,0,0,0,0,0,0,NA,NA
"2504",1449071,"USA003292369273",2025-06-28,"M","B","B",NA,NA,88,0,"CAD",3.5,2025-06-30,2025-10-21,"EXCE-1.5CC",2025-10-21,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,112,0,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22,1,1,0,0,0,0,0,0,0,0,2025-10-21,NA
"2505",1449072,"USA003292368725",2025-06-28,"M","B","B",22,22.8,113,0,"CAD",3.5,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.8,0,0,0,0,0,0,0,0,0,0,NA,NA
"2506",1449073,"USA003292368721",2025-06-28,"F","B","B",NA,NA,89,0,"CAD",3,2025-06-30,2025-09-12,"RES6X100",2025-09-17,"EXCE-1.5CC",2025-10-01,"RES6X100",2025-07-06,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,2,3,73,5,14,78,92,5,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.2,1,1,1,1,0,0,0,0,0,1,2025-09-12,2025-10-01
"2507",1449074,"USA003292368733",2025-06-28,"M","B","B",22,22.8,78,0,"CAD",3.5,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.8,0,0,0,0,0,0,0,0,0,0,NA,NA
"2508",1451391,"USA003313530443",2025-06-28,"F","B","B",22,22.6,76,0,"D45",3,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.6,0,0,0,0,0,0,0,0,0,0,NA,NA
"2509",1451392,"USA003313530449",2025-06-28,"M","B","B",22,22.9,88,0,"D45",3.5,2025-06-30,2025-08-20,"RES6X100",2025-08-25,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,50,5,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.9,1,1,0,0,0,0,0,0,0,0,2025-08-20,NA
"2510",1451393,"USA003313530459",2025-06-28,"M","B","B",22,22.9,76,0,"D45",3.5,2025-06-30,2025-09-24,"RES6X100",2025-09-29,"EXCE-1.5CC",2025-10-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,85,5,6,90,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.9,1,1,1,0,0,0,0,0,0,0,2025-09-24,NA
"2511",1451394,"USA003313530438",2025-06-28,"F","B","B",22,22.6,113,0,"D45",3,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.6,0,0,0,0,0,0,0,0,0,0,NA,NA
"2512",1451395,"USA003313530744",2025-06-28,"F","B","B",NA,NA,69,0,"D45",3,2025-06-30,2025-10-05,"RES6X100",NA,NA,NA,NA,2025-07-06,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,2025-06-29,"EXCENEL IM",2025-06-30,"EXCENEL IM",2025-07-01,"POLYFL",NA,NA,"3",2025-06-30,2025-07-01,2,3,96,NA,NA,NA,NA,5,NA,NA,NA,NA,-2,-1,0,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.2,1,0,0,1,0,0,0,0,0,0,2025-10-05,NA
"2513",1451396,"USA003313530439",2025-06-28,"M","B","B",22,22.8,103,0,"D45",3.5,2025-06-30,2025-09-30,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.8,1,0,0,0,0,0,0,0,0,0,2025-09-30,NA
"2514",1451397,"USA003313530737",2025-06-28,"M","B","B",22,22.7,98,0,"D45",3.5,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-30,"MIN OIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.7,0,0,0,0,0,1,0,0,0,0,NA,NA
"2515",1451398,"USA003313530736",2025-06-28,"M","B","B",22,22.9,90,0,"D45",3.5,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.9,0,0,0,0,0,0,0,0,0,0,NA,NA
"2516",1451399,"USA003313530752",2025-06-28,"F","B","B",NA,NA,72,0,"D45",3,2025-06-30,2025-09-29,"RES6X100",NA,NA,NA,NA,2025-07-07,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,2,3,90,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.2,1,0,0,1,0,0,0,0,0,0,2025-09-29,NA
"2517",1451400,"USA003313530753",2025-06-28,"M","B","B",22,22.8,87,0,"D45",3.5,2025-06-30,NA,NA,NA,NA,NA,NA,2025-07-09,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.8,0,0,0,1,0,0,0,0,0,0,NA,NA
"2518",1451401,"USA003313530456",2025-06-28,"F","B","B",22,22.6,101,0,"D45",3,2025-06-30,2025-09-01,"RES6X100",2025-09-07,"EXCE-1.5CC",2025-10-07,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,2,3,62,6,30,68,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.6,1,1,1,0,0,0,0,0,0,1,2025-09-01,2025-10-07
"2519",1451403,"USA003313530460",2025-06-28,"M","B","B",22,22.7,97,0,"D45",3.5,2025-06-30,2025-10-06,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.7,1,0,0,0,0,0,0,0,0,0,2025-10-06,NA
"2520",1451404,"USA003313530446",2025-06-28,"M","B","B",22,22.9,74,0,"D45",3.5,2025-06-30,2025-10-06,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.9,1,0,0,0,0,0,0,0,0,0,2025-10-06,NA
"2521",1451405,"USA003313530759",2025-06-28,"M","B","B",22,22.9,92,0,"D45",3.5,2025-06-30,2025-09-27,"RES6X100",2025-10-11,"EXCE-1.5CC",NA,NA,2025-07-09,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,88,14,NA,102,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.9,1,1,0,1,0,0,0,0,0,1,2025-09-27,2025-10-11
"2522",1451406,"USA003313530457",2025-06-28,"M","B","B",22,22.7,77,0,"D45",3.5,2025-06-30,2025-07-25,"RES6X100",2025-07-30,"EXCE-1.5CC",2025-10-27,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,2,3,24,5,89,29,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.7,1,1,1,0,0,0,0,0,0,1,2025-07-25,2025-10-27
"2523",5870,"USA003311868391",2025-06-29,"M","C","B",22,22.4,85,0,"WSD",3.5,2025-06-30,2025-11-10,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,1,2,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22.4,1,0,0,0,0,0,0,0,0,0,2025-11-10,NA
"2524",8039,"USA003311861613",2025-06-29,"M","C","B",NA,NA,95,0,"SWD",3.5,2025-06-30,2025-10-10,"RES6X100",NA,NA,NA,NA,2025-07-05,"ENRO+ELECT",2025-07-06,"ELEC+ADD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-06-30,2025-07-01,1,2,101,NA,NA,NA,NA,4,5,1,NA,NA,NA,NA,NA,NA,"2025-06-30_3.5_B",244,"BM3.5",3.5,"M","B","BM",0,22,NA,22,1,0,0,1,1,0,0,0,0,0,2025-10-10,NA
"2525",1410627,"USA003306591174",2025-06-29,"F","B","B",23,23,102,0,"DUD",3,2025-06-30,2025-09-08,"RES6X100",2025-09-13,"EXCE-1.5CC",2025-09-29,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,1,2,69,5,16,74,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,23,1,1,1,0,0,0,0,0,0,1,2025-09-08,2025-09-29
"2526",1415433,"USA003311868386",2025-06-29,"M","B","B",23,23.2,92,0,"WSD",4.5,2025-06-30,2025-08-31,"RES6X100",2025-09-05,"EXCE-1.5CC",2025-10-03,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-06-30,2025-07-01,1,2,61,5,28,66,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_4.5_B",184,"BM4.5",4.5,"M","B","BM",1,22.4,NA,23.2,1,1,1,0,0,0,0,0,0,1,2025-08-31,2025-10-03
"2527",1432565,"USA003309328832",2025-06-29,"M","B","B",23,23.4,90,0,"MAD",4.5,2025-06-30,2025-08-24,"RES6X100",2025-08-29,"EXCE-1.5CC",2025-10-06,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-06-30,2025-07-01,1,2,54,5,38,59,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_4.5_B",184,"BM4.5",4.5,"M","B","BM",1,22.4,NA,23.4,1,1,1,0,0,0,0,0,0,1,2025-08-24,2025-10-06
"2528",1432566,"USA003309329146",2025-06-29,"M","B","B",23,23.4,103,0,"MAD",4.5,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-06-30,2025-07-01,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_4.5_B",184,"BM4.5",4.5,"M","B","BM",1,22.4,NA,23.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2529",1432567,"USA003309329159",2025-06-29,"M","B","B",23,23.4,80,0,"MAD",4.5,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-06-30,2025-07-01,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_4.5_B",184,"BM4.5",4.5,"M","B","BM",1,22.4,NA,23.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2530",1432569,"USA003309328647",2025-06-29,"F","B","B",22,22.9,79,0,"MAD",3,2025-06-30,2025-09-30,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-06-30,2025-07-01,1,2,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_3_B",281,"BF3.0",3,"F","B","BF",0,22.2,NA,22.9,1,0,0,0,0,0,0,0,0,0,2025-09-30,NA
"2531",1449075,"USA003292369283",2025-06-29,"M","B","B",23,23.5,73,0,"CAD",4.5,2025-06-30,2025-09-27,"RES6X100",2025-09-29,"EXCE-1.5CC",2025-10-15,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-06-30,2025-07-01,1,2,88,2,16,90,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-30_4.5_B",184,"BM4.5",4.5,"M","B","BM",1,22.4,NA,23.5,1,1,1,0,0,0,0,0,0,1,2025-09-27,2025-10-15
"2532",676485,"USA003308394591",2025-06-26,"F","D","D",NA,NA,85,0,"WRD",3,2025-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2533",676486,"USA003308394607",2025-06-26,"F","D","D",NA,NA,63,0,"WRD",3,2025-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2534",676487,"USA003308394718",2025-06-26,"F","D","D",NA,NA,84,0,"WRD",3,2025-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2535",676488,"USA003308394572",2025-06-26,"F","D","D",NA,NA,68,0,"WRD",3,2025-07-01,NA,NA,NA,NA,NA,NA,2025-07-07,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,1,0,0,0,0,0,0,NA,NA
"2536",786791,"USA003308447190",2025-06-26,"F","D","D",NA,NA,86,0,"DUD",3,2025-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2537",804844,"USA003305189385",2025-06-26,"F","D","D",NA,NA,75,0,"MSD",3,2025-07-01,NA,NA,NA,NA,NA,NA,2025-07-08,"LACTATO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,1,0,0,0,0,0,0,NA,NA
"2538",804846,"USA003305189192",2025-06-26,"F","D","D",NA,NA,76,0,"MSD",3,2025-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2539",804850,"USA003305189275",2025-06-26,"F","D","D",NA,NA,74,0,"MSD",3,2025-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2540",804851,"USA003305189518",2025-06-26,"F","D","D",NA,NA,85,0,"MSD",3,2025-07-01,NA,NA,NA,NA,NA,NA,2025-07-09,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,1,0,0,0,0,0,0,NA,NA
"2541",804852,"USA003305189446",2025-06-26,"F","D","D",NA,NA,69,0,"MSD",3,2025-07-01,NA,NA,NA,NA,NA,NA,2025-07-07,"ADDPACK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,1,0,0,0,0,0,0,NA,NA
"2542",804853,"USA003302974045",2025-06-26,"F","D","D",NA,NA,93,0,"MSD",3,2025-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-06-27,"EXFLUDEX",2025-06-30,"EXCENEL IM",NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-2,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"2543",804854,"USA003305189331",2025-06-26,"F","D","D",NA,NA,80,0,"MSD",3,2025-07-01,2025-09-03,"RESF-6CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2025-07-01,2025-07-02,5,6,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-01_3_D",271,"DF3.0",3,"F","D","DF",0,25.4,NA,25.4,1,0,0,0,0,0,0,0,0,0,2025-09-03,NA
